TEMPLATE_ID,TEMPLATE_NAME,DISPLAY_NAME,LINE,START_REMOVED_YN,REQUIRED_STATUS_C,FLO_MEAS_ID,DISP_NAME,ROW_TYP_C,VAL_TYPE_C,UNITS,MINVALUE,MAX_VAL,INTAKE_TYP_C,OUTPUT_TYP_C,MIN_AGE,MAX_AGE,SEX_C
1120000000,AN OB EPIDURAL TIMELINE FLT 1,,2,,,8,Pulse,1,1,,0,500,,,,,
1120000000,AN OB EPIDURAL TIMELINE FLT 1,,3,,,9,Resp,1,1,,0,200,,,,,
1120000000,AN OB EPIDURAL TIMELINE FLT 1,,4,,,10,SpO2,1,1,%,0,100,,,,,
1120000001,AN OB EPIDURAL TIMELINE FLT 2,Epidural Timeline Vitals Grid,1,N,,6,Temp,1,7,,0,150,,,,,
1120000001,AN OB EPIDURAL TIMELINE FLT 2,Epidural Timeline Vitals Grid,2,N,,1020100219,Dilation,1,8,,,,,,,,
1120000001,AN OB EPIDURAL TIMELINE FLT 2,Epidural Timeline Vitals Grid,3,N,,1020100220,Effacement (%),1,8,,,,,,,,
1120000001,AN OB EPIDURAL TIMELINE FLT 2,Epidural Timeline Vitals Grid,4,N,,1020100222,Station,1,8,,,,,,,,
1120000001,AN OB EPIDURAL TIMELINE FLT 2,Epidural Timeline Vitals Grid,5,N,,3040104280,Pain Score,1,8,,,,,,,,
1120000001,AN OB EPIDURAL TIMELINE FLT 2,Epidural Timeline Vitals Grid,6,N,,1120100011,ECG,1,8,,,,,,,,
1120000002,AN OB MOBILE GUARDIAN FLT,OB Mobile Guardian Vitals,1,N,,5,BP,1,4,,0,500,,,,,
1120000002,AN OB MOBILE GUARDIAN FLT,OB Mobile Guardian Vitals,2,N,,8,Pulse,1,1,,0,500,,,,,
1120000002,AN OB MOBILE GUARDIAN FLT,OB Mobile Guardian Vitals,3,N,,9,Resp,1,1,,0,200,,,,,
1120000002,AN OB MOBILE GUARDIAN FLT,OB Mobile Guardian Vitals,4,N,,10,SpO2,1,1,%,0,100,,,,,
112000004,EHC PERF CARDIOPLEGIA,Cardioplegia,1,N,,112000089,Battery discharge initiated,1,8,,,,,,,,
112000007,EHC PERF LEFT HEART BYPASS,Left Heart Bypass,3,N,,112000145,"Debubbled, leak free",1,8,,,,,,,,
1120000103,AN PROCEDURE ATTESTATION,Anesthesia Procedure Attestation,1,,,1120100065,Procedures,1,8,,,,,,,,
1120000103,AN PROCEDURE ATTESTATION,Anesthesia Procedure Attestation,2,,,1120200013,Comment,1,2,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,1,N,,1120000900,HCT (Bcare5),1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,2,N,,1120000901,Centrifugal Setting (lpm),1,1,L/min,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,3,N,,1120000902,Centrifugal (lpm),1,1,L/min,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,4,N,,1120000903,Pump Sucker 1 (lpm),1,1,L/min,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,5,N,,1120000904,Pump Sucker 2 (lpm),1,1,L/min,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,6,N,,1120000905,Pump Sucker 3 (lpm),1,1,L/min,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,7,N,,1120000906,Centrifugal (rpm),1,1,rpm,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,8,N,,1120000907,Pump Sucker 1 (rpm),1,1,rpm,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,9,N,,1120000908,Pump Sucker 2 (rpm),1,1,rpm,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,10,N,,1120000909,Pump Sucker 3 (rpm),1,1,rpm,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,11,N,,1120000910,Warm Plegia Temp (Heater/Cooler),1,7,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,12,N,,1120000911,Cold Plegia Temp (Heater/Cooler),1,7,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,13,N,,1120000912,SvO2 (Bcare5),1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,14,N,,10700000082,Arterial Temp,1,7,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,15,N,,10700000081,Venous Temp,1,7,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,16,N,,1120000915,Patient Temp (Heater/Cooler),1,7,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,17,N,,1120000916,Patient Temp 2 (Heater/Cooler),1,7,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,18,N,,1120100293,Flow Rate,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,19,N,,1120100291,Arresting Agent Setting,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,20,N,,1120100287,Additive Setting,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,21,N,,1120000920,Arrest Concentration Setting,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,22,N,,1120000921,Additive Concentration Setting,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,23,N,,1120000922,Incremental Total Delivered Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,24,N,,1120000923,Antegrade Delivered Blood Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,25,N,,1120000924,Retrograde Delivered Blood Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,26,N,,1120000925,Simulgrade Delivered Blood Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,27,N,,1120100298,Blood Total Volume,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,28,N,,1120100269,Arresting Agent Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,29,N,,1120000928,Current Case Additive Delivered Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,30,N,,1120000929,Current Case Total Delivered Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,31,N,,1120000930,Antegrade Crystalloid Delivered Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,32,N,,1120000931,Retrograde Crystalloid Delivered Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,33,N,,1120000932,Simulgrade Crystalloid Delivered Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,34,N,,1120000933,Total Crystalloid Delivered Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,35,N,,1120000934,Current Dose Arrest Delivered Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,36,N,,1120100270,Additive Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,37,N,,1120000936,Current Case Blood Delivered Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,38,N,,1120100271,Crystalloid Delivered Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,39,N,,1120100288,Arterial Line Pressure,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,40,N,,1120100283,Venous Line/Reservoir Pressure,1,1,mmHg,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,41,N,,10700000068,System Pressure,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,42,N,,1120000941,Cycle Processing Protocol Type,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,43,N,,1120000942,Cycle Bowl Size,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,44,N,,1120000943,Cycle Processed Blood Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,45,N,,1120000944,Cycle Platelet-Poor Plasma Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,46,N,,1120000945,Cycle Platelet-Risk Plasma Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,47,N,,1120000946,Cycle RBC Volume,1,1,mL,,,10,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,48,N,,1120100306,PaCO2,1,1,mmHg,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,49,N,,1120100307,PaO2,1,1,mmHg,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,50,N,,1120100308,pHa,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,51,N,,1120100309,HCO3,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,52,N,,1120100310,K+,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,53,N,,1120100311,BE,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,54,N,,1120100312,HCT,1,1,,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,55,N,,1120100313,HB,1,1,gm/dL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,56,N,,1120100315,VO2,1,1,%,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,57,N,,1120101271,Crystalloid Delivered Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,58,N,,1120201270,Additive Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,59,N,,1120101269,Arresting Agent Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,60,N,,1120001929,Current Case Total Delivered Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,61,N,,1120101273,Cardioplegia Crystalloid Volume (Perfusion),1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,62,N,,22708,Current Case Blood Delivered Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,63,N,,1120001933,Total Crystalloid Delivered Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,64,N,,1120001932,Simulgrade Crystalloid Delivered Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,65,N,,1120001931,Retrograde Crystalloid Delivered Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,66,N,,1120001930,Antegrade Crystalloid Delivered Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,67,N,,1120001928,Current Case Additive Delivered Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,68,N,,1120001925,Simulgrade Delivered Blood Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,69,N,,1120001924,Retrograde Delivered Blood Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,70,N,,1120001923,Antegrade Delivered Blood Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,71,N,,1120001943,Cycle Processed Blood Volume,1,1,mL,,,,,,,
1120000120,EHC ALL PERFUSION DATA,All Perfusion Data,72,N,,112000946,Cycle RBC Volume,1,1,mL,,,,,,,
1120000122,AN SEDATION ASSESSMENT BUTTON,Assessment,1,N,,3040104280,Pain Score,1,8,,,,,,,,
1120000122,AN SEDATION ASSESSMENT BUTTON,Assessment,2,N,,7090010,Ramsay Scale (RS): Score,1,8,,,,,,,,
1120000124,AN SEDATION ASSESSMENT GRID,Assessment,1,Y,,3040104280,Pain Score,1,8,,,,,,,,
1120000124,AN SEDATION ASSESSMENT GRID,Assessment,2,Y,,7090010,Ramsay Scale (RS): Score,1,8,,,,,,,,
1120000126,AN SEDATION PHYSICIAN SIGNOFF COMMENT,Physician Sign-off,1,N,,1120100225,Comment,1,2,,,,,,,,
1120020003,AN ATTESTATION COMMENTS,Attestation Comments,1,,,1120200013,Comment,1,2,,,,,,,,
1140010001,IP OB NEWBORN NURSERY INTAKE/OUTPUT,Newborn I/O,12,N,,1140100050,Emesis Appearance,1,8,,,,,,,,
1150000004,ONCBCN ECOG PERFORMANCE STATUS NAV,ECOG Performance Status,1,,,7074070,ECOG Performance Status,1,8,,,,,,,,
1150000008,ONCBCN STEM CELL INFUSION DATA,Stem Cell Infusion Data,2,Y,,30902,Collection Date,1,9,,,,,,,,
1150000008,ONCBCN STEM CELL INFUSION DATA,Stem Cell Infusion Data,3,Y,,30903,Time and Date Received,1,2,,,,,,,,
1150000008,ONCBCN STEM CELL INFUSION DATA,Stem Cell Infusion Data,4,Y,,30904,Transport Temperature,1,8,,,,,,,,
1150000008,ONCBCN STEM CELL INFUSION DATA,Stem Cell Infusion Data,5,Y,,30905,Volume of the product (mL),1,1,,,,,,,,
1150000008,ONCBCN STEM CELL INFUSION DATA,Stem Cell Infusion Data,6,Y,,31082,Donor Source,1,8,,,,,,,,
1150000008,ONCBCN STEM CELL INFUSION DATA,Stem Cell Infusion Data,7,Y,,30818,Donor Information,1,2,,,,,,,,
1150000008,ONCBCN STEM CELL INFUSION DATA,Stem Cell Infusion Data,8,Y,,30819,RBC Volume,1,1,,,,,,,,
1150000008,ONCBCN STEM CELL INFUSION DATA,Stem Cell Infusion Data,9,Y,,30748,Cross match Results,1,8,,,,,,,,
1150000008,ONCBCN STEM CELL INFUSION DATA,Stem Cell Infusion Data,10,Y,,31083,Product,1,8,,,,,,,,
1150000008,ONCBCN STEM CELL INFUSION DATA,Stem Cell Infusion Data,11,Y,,30749,Product Modifications,1,8,,,,,,,,
1150000034,RAD ONC CTCAE V5.00 TOXICITY ASSESSMENT,Toxicity Assessment,1,N,,1570770889,Adverse Events Reviewed (WDL),1,8,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,11,N,,1150002648,Time Coordinating Today (Min),1,1,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,14,Y,,7858,Other Practical Details,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,15,Y,,28191,Enter transportation-related Social Drivers of Health?,1,8,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,17,Y,,7825,Enter financial-related Social Drivers of Health?,1,8,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,19,Y,,29276,Enter food insecurity-related Social Drivers of Health?,1,8,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,21,Y,,29277,Enter home utilities-related Social Drivers of Health?,1,8,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,23,Y,,29278,Enter housing-related Social Drivers of Health?,1,8,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,25,Y,,7853,Other Physical Details,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,26,Y,,29279,Enter substance abuse-related Social Drivers of Health?,1,8,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,28,Y,,7830,Other Informational Details,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,29,Y,,29280,Enter health literacy-related Social Drivers of Health?,1,8,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,31,Y,,7848,Other Emotional Details,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,32,Y,,7850,"Enter stress, anxiety, and restlessness-related Social Drivers of Health?",1,8,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,34,Y,,7824,Other Psychological Details,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,35,Y,,7819,Other Social Details,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,36,Y,,7808,Other Spiritual Details,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,38,Y,,31003,Other Intervention,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,40,Y,,30993,Other Advocation Intervention,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,42,Y,,30989,Other Education Intervention,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,44,Y,,30996,Other Referal Intervention,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,46,Y,,31002,Other Support Intervention,1,2,,,,,,,,
1150000041,ONC CARE COORDINATOR - BARRIERS AND INTERVENTIONS,Oncology Care Coordination,48,Y,,30999,Other Connect Intervention,1,2,,,,,,,,
1150000042,ONC CELL THERAPY SCANNING,Cell Therapy Scanning,1,N,,1150002650,Product ID - SCAN HERE,1,2,,,,,,,,
1150000141,ONC CARE COORDINATION NEW PATIENT DETAILS,Initial Winship Care Coordination Assessment,2,Y,,31685,"If the patient has Leukemia or Lymphoma, do they want to be registered with Blood Cancer United?",1,8,,,,,,,,
1153111001,ONCBCN INFUSION ASSSMENT,OP Infusion Assessment,15,N,,7892,Stomatitis,1,8,,,,,,,,
1153111001,ONCBCN INFUSION ASSSMENT,OP Infusion Assessment,16,N,,7893,Dysphagia,1,8,,,,,,,,
1153111001,ONCBCN INFUSION ASSSMENT,OP Infusion Assessment,52,N,,7894,Sensory Neuropathy NCI,1,8,,,,,,,,
12000,IP OB LABOR ASSESSMENT,Labor,3,N,,301050,Dosing Weight,1,5,,0,24000,,,,,
12116,IP OB POSTPARTUM,Postpartum,36,N,,303160,LLE Edema,1,8,,,,,,,,
12116,IP OB POSTPARTUM,Postpartum,37,N,,303140,RLE Edema,1,8,,,,,,,,
12116,IP OB POSTPARTUM,Postpartum,38,N,,303150,LUE Edema,1,8,,,,,,,,
12116,IP OB POSTPARTUM,Postpartum,39,N,,303130,RUE Edema,1,8,,,,,,,,
12116,IP OB POSTPARTUM,Postpartum,40,N,,303030,Facial Edema,1,8,,,,,,,,
12116,IP OB POSTPARTUM,Postpartum,41,N,,303020,Generalized Edema,1,8,,,,,,,,
12116,IP OB POSTPARTUM,Postpartum,50,N,,336003,Skin Color/Condition (WDL),1,8,,,,,,,,
1400000002,MYCHART WEIGHT FLOWSHEET,Weight Tracking,1,N,,1400000001,Weight,1,1,lbs,,,,,,,
1400000003,MYCHART PEAK FLOW FLOWSHEET,Peak Flow Tracking,1,N,,1400000002,Best Peak Flow,1,1,,,,,,,,
1400000005,MYCHART CHF FLOWSHEET,Heart Tracking,1,N,,1400000001,Weight,1,1,lbs,,,,,,,
1400000005,MYCHART CHF FLOWSHEET,Heart Tracking,2,N,,1320,Systolic,1,1,,0,,,,,,
1400000005,MYCHART CHF FLOWSHEET,Heart Tracking,3,N,,1321,Diastolic,1,1,,0,,,,,,
1400000005,MYCHART CHF FLOWSHEET,Heart Tracking,4,N,,1400000010,Are you following a low salt diet?,1,8,,,,,,,,
1400000005,MYCHART CHF FLOWSHEET,Heart Tracking,5,N,,1400000012,Have you been more fatigued than usual?,1,8,,,,,,,,
1400000005,MYCHART CHF FLOWSHEET,Heart Tracking,6,N,,1400000011,Have you been taking your prescribed medication?,1,8,,,,,,,,
1400000005,MYCHART CHF FLOWSHEET,Heart Tracking,7,N,,1400000008,Have you had any unusual shortness of breath?,1,8,,,,,,,,
1400000005,MYCHART CHF FLOWSHEET,Heart Tracking,8,N,,1400000009,Have you had swelling in your arms or legs?,1,8,,,,,,,,
1400000008,MYCHART HOME MONITORING DEVICE DISPLAY FLOWSHEET,Health Tracking - Device,1,N,,1320,Systolic,1,1,,0,,,,,,
1400000008,MYCHART HOME MONITORING DEVICE DISPLAY FLOWSHEET,Health Tracking - Device,2,N,,1321,Diastolic,1,1,,0,,,,,,
1400000008,MYCHART HOME MONITORING DEVICE DISPLAY FLOWSHEET,Health Tracking - Device,3,N,,1400000000,Pulse,1,1,,,,,,,,
1400000008,MYCHART HOME MONITORING DEVICE DISPLAY FLOWSHEET,Health Tracking - Device,4,N,,1400000039,SpO2 (mmHg),1,1,,0,100,,,,,
1400000008,MYCHART HOME MONITORING DEVICE DISPLAY FLOWSHEET,Health Tracking - Device,5,N,,206000,Blood Glucose,1,1,mg/dl,0,,,,,,
1400000008,MYCHART HOME MONITORING DEVICE DISPLAY FLOWSHEET,Health Tracking - Device,6,N,,1400000002,Best Peak Flow,1,1,,,,,,,,
1400000008,MYCHART HOME MONITORING DEVICE DISPLAY FLOWSHEET,Health Tracking - Device,7,N,,1400000001,Weight,1,1,lbs,,,,,,,
1400000008,MYCHART HOME MONITORING DEVICE DISPLAY FLOWSHEET,Health Tracking - Device,8,N,,1400000032,Temperature (Fahrenheit),1,1,,0,150,,,,,
1400000008,MYCHART HOME MONITORING DEVICE DISPLAY FLOWSHEET,Health Tracking - Device,9,N,,1400000040,A1C,1,1,,0,,,,,,
1400000008,MYCHART HOME MONITORING DEVICE DISPLAY FLOWSHEET,Health Tracking - Device,10,N,,1400000041,Respiratory Rate,1,1,,0,,,,,,
1450000013,OT NEXT APPOINTMENT,OT Schedule,1,N,,1450000001,OT - Next Appointment,1,9,,,,,,,,
1500000004,RHB IP PT EVALUATION,PT IP Evaluation,29,Y,,3040104644,Richmond Agitation Sedation Scale (RASS),1,8,,,,,,,,
1500000006,RHB IP SLP EVAL,SLP IP Evaluation,30,Y,,3040104644,Richmond Agitation Sedation Scale (RASS),1,8,,,,,,,,
1500000006,RHB IP SLP EVAL,SLP IP Evaluation,58,Y,,507031,Other (Comment),1,2,,,,,,,,
1500000007,RHB IP SLP TREATMENT,SLP IP Treatment,37,Y,,507031,Other (Comment),1,2,,,,,,,,
151,IP BH PEDS/ADOLESCENT DAILY ASSESSMENT,BH Peds Daily Assessment,20,N,,305390,Neuro (WDL),1,8,,,,,,,,
151,IP BH PEDS/ADOLESCENT DAILY ASSESSMENT,BH Peds Daily Assessment,22,N,,305410,Respiratory (WDL),1,8,,,,,,,,
151,IP BH PEDS/ADOLESCENT DAILY ASSESSMENT,BH Peds Daily Assessment,24,N,,336003,Skin Color/Condition (WDL),1,8,,,,,,,,
151,IP BH PEDS/ADOLESCENT DAILY ASSESSMENT,BH Peds Daily Assessment,32,N,,305350,Genitourinary (WDL),1,8,,,,,,,,
151,IP BH PEDS/ADOLESCENT DAILY ASSESSMENT,BH Peds Daily Assessment,34,N,,1751,Gastrointestinal (WDL),1,8,,,,,,,,
1510000008,PT NEXT APPOINTMENT,PT Schedule,1,N,,1510000002,PT - Next Appointment,1,9,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,14,Y,,7060790,Abdominal Binder,1,8,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,15,Y,,7060800,Abductor Pillow,1,8,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,16,Y,,7060750,Braces,1,8,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,17,Y,,302360,Cervical Collar,1,8,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,18,Y,,7060760,Immobilizer,1,8,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,19,Y,,7060740,Orthotics,1,8,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,20,Y,,7060770,Prosthesis,1,8,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,21,Y,,7060730,Sling,1,8,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,22,Y,,7060780,Splint,1,8,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,25,N,,3040100542,Did patient receive hospital schooling?,1,8,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,27,Y,,7070005,Teacher/Tutor Came Today,1,8,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,28,Y,,7070006,Materials Covered,1,2,,,,,,,,
1542100021,ROVER BH DAILY CARES,Daily Cares/Safety,29,Y,,7070007,Homework Assigned,1,2,,,,,,,,
1542100022,T EHC TRANSITIONS OUTPATIENT NURSING INTAKE,Transitions Nursing Intake,13,N,,3040104289,Zoster Vaccine,1,8,,,,,,,,
1542101401,T SMARTFORM COLUMN COMMENT,Smartform Comment,1,N,,1542101446,BH Admission Prioritization,1,2,,,,,,,,
1560000000,RIS SEDATION POST CALL NAV,Post Procedure Documentation,1,,,1560000000,How is your child doing?,1,8,,,,,,,,
1560000000,RIS SEDATION POST CALL NAV,Post Procedure Documentation,2,,,1560000001,Are there issues or concerns related to the child's procedure?,1,2,,,,,,,,
157,EHC CV ALLENS TEST,Allen's Test,1,N,,1600100032,Allen's Test #1,1,8,,,,,,,,
157,EHC CV ALLENS TEST,Allen's Test,2,N,,6750,Site #1,1,8,,,,,,,,
157,EHC CV ALLENS TEST,Allen's Test,3,N,,1600100036,Allen's Test #2,1,8,,,,,,,,
157,EHC CV ALLENS TEST,Allen's Test,4,N,,14070,Site #2,1,8,,,,,,,,
1570490001,ED STAMP VIOLENCE ASSESSMENT NAV,STAMP Violence Assessment,2,N,,1570030148,What works to prevent or reduce the behaviors?,1,8,,,,,,,,
1570490001,ED STAMP VIOLENCE ASSESSMENT NAV,STAMP Violence Assessment,3,N,,1570030149,Potential De-Escalation Techniques,1,2,,,,,,,,
16,IP NEONATAL SEPSIS AUTOMATIC CALCULATOR,Neonatal Sepsis Risk Automatic Calculator,3,N,,901,Gestational Age (Weeks),1,1,weeks,34,43,,,,,
16,IP NEONATAL SEPSIS AUTOMATIC CALCULATOR,Neonatal Sepsis Risk Automatic Calculator,4,N,,902,Gestational Age (Days),1,1,days,0,6,,,,,
16,IP NEONATAL SEPSIS AUTOMATIC CALCULATOR,Neonatal Sepsis Risk Automatic Calculator,5,N,,903,Highest Maternal Antepartum Temp (F),1,1,F,80,120,,,,,
16,IP NEONATAL SEPSIS AUTOMATIC CALCULATOR,Neonatal Sepsis Risk Automatic Calculator,6,N,,904,Rupture of Membranes (Hours),1,1,hours,0,240,,,,,
16,IP NEONATAL SEPSIS AUTOMATIC CALCULATOR,Neonatal Sepsis Risk Automatic Calculator,7,N,,905,Maternal Group B Strep Status,1,1,,0,2,,,,,
