source_concept_code,source_description,fca_concept_id,reason,intent
1570632695,Previous Devices Details,C0000.00,no_clinical_attributes,
1570632698,Safety Judgement Comment,C0000.00,no_clinical_attributes,
1570632700,Simple Problem Solving Comment,C0000.00,no_clinical_attributes,
1570632702,Complex Problem Solving Comment,C0000.00,no_clinical_attributes,
1570632705,Previous Pneumatic Compression Details,C0000.00,no_clinical_attributes,
1570632706,Current Pneumatic Compression Details,C0000.00,no_clinical_attributes,
1570632710,Shoulder Range of Motion Additional Details,C0000.00,no_clinical_attributes,
1570632712,Uneven Surfaces Additional Details,C0000.00,no_clinical_attributes,
1570632714,Able to Achieve Orgasm,C0000.00,no_clinical_attributes,
1570632715,Additional Pointing to Items Details,C0000.00,no_clinical_attributes,
1570632717,Thoracic Range of Motion Additional Details,C0000.00,no_clinical_attributes,
1570632723,Planned Instrumental Assessments,C0000.00,no_clinical_attributes,
1570632724,Planned Evaluations,C0000.00,no_clinical_attributes,
1570632725,Other Planned Instrumental Assessments,C0000.00,no_clinical_attributes,
1570632726,Other Planned Evaluations,C0000.00,no_clinical_attributes,
1570632729,Treatment Received Since Incident,C0000.00,no_clinical_attributes,
1570632730,Treatment Details,C0000.00,no_clinical_attributes,
1570632731,Patient Expressive Communication Modes,C0000.00,no_clinical_attributes,
1570632732,Other Patient Expressive Communication Modes,C0000.00,no_clinical_attributes,
1570632733,Requirements to Facilitate Effective Communication with Patient,C0000.00,no_clinical_attributes,
1570632734,Other Requirements to Facilitate Effective Communication with Patient,C0000.00,no_clinical_attributes,
1570632735,Written Communication Impairments Noted,C0000.00,no_clinical_attributes,
1570632736,Other Written Communication Impairments,C0000.00,no_clinical_attributes,
1570632737,Volitional Bearing Down,C0000.00,no_clinical_attributes,
1570632740,Spatial Relations,C0000.00,no_clinical_attributes,
1570632742,Right Heel to Shin Test,C0000.00,no_clinical_attributes,
1570632743,Left Heel to Shin Test,C0000.00,no_clinical_attributes,
1570632746,Lubricant Use,C0000.00,no_clinical_attributes,
1570632749,Inattention/Hemineglect,C0000.00,no_clinical_attributes,
1570632750,Left Hand Dynamometer Position,C0000.00,no_clinical_attributes,
1570632751,Depressed Scapula,C0000.00,no_clinical_attributes,
1570632758,Right Shoulder Anterior Drawer Test,C0000.00,no_clinical_attributes,
1570632759,Left Shoulder Anterior Drawer Test,C0000.00,no_clinical_attributes,
1570632760,Right Shoulder Posterior Drawer Test Positive,C0000.00,no_clinical_attributes,
1570632761,Left Shoulder Posterior Drawer Test Positive,C0000.00,no_clinical_attributes,
1570632765,Previous Compression Garment Wearing Schedule,C0000.00,no_clinical_attributes,
1570632766,Other Evaluation/Treatment Response,C0000.00,no_clinical_attributes,
1570632767,Comment,C0000.00,no_clinical_attributes,
1570632768,Right Hawkins-Kennedy Test,C0000.00,no_clinical_attributes,
1570632769,Left Hawkins-Kennedy Test,C0000.00,no_clinical_attributes,
1570632770,Other Previous Treatments,C0000.00,no_clinical_attributes,
1570632771,Other Current Treatments,C0000.00,no_clinical_attributes,
1570632772,Primary Bedroom Comment,C0000.00,no_clinical_attributes,
1570632773,Primary Bathroom Comment,C0000.00,no_clinical_attributes,
1570632774,Kitchen Comment,C0000.00,no_clinical_attributes,
1570632775,Laundry Comment,C0000.00,no_clinical_attributes,
1570632776,Right Ankle/Foot Clean,C0000.00,no_clinical_attributes,
1570632777,Left Ankle/Foot Clean,C0000.00,no_clinical_attributes,
1570632778,Right Ankle/Foot Dry,C0000.00,no_clinical_attributes,
1570632779,Left Ankle/Foot Dry,C0000.00,no_clinical_attributes,
1570632780,Right Knee Clean,C0000.00,no_clinical_attributes,
1570632781,Left Knee Clean,C0000.00,no_clinical_attributes,
1570632782,Right Knee Dry,C0000.00,no_clinical_attributes,
1570632783,Left Knee Dry,C0000.00,no_clinical_attributes,
1570632784,Reason if not Attempted,C0000.00,no_clinical_attributes,
1570632785,At Risk for Falls,C0000.00,no_clinical_attributes,
1570632790,Right Ulnar Nerve Compression Test,C0000.00,no_clinical_attributes,
1570632791,Left Ulnar Nerve Compression Test,C0000.00,no_clinical_attributes,
1570632792,Right Ulnar Nerve Tinel's Test,C0000.00,no_clinical_attributes,
1570632793,Left Ulnar Nerve Tinel's Test,C0000.00,no_clinical_attributes,
1570632796,Assistance Needed,C0000.00,no_clinical_attributes,
1570632798,Right Pronator Teres Syndrome Test,C0000.00,no_clinical_attributes,
1570632799,Left Pronator Teres Syndrome Test,C0000.00,no_clinical_attributes,
1570632800,Right Leg Squat - Trendelenburg,C0000.00,no_clinical_attributes,
1570632804,Head/Neck Cancer Treatment History,C0000.00,no_clinical_attributes,
1570632805,Type of Head/Neck Cancer,C0000.00,no_clinical_attributes,
1570632806,Head/Neck Structures Spared,C0000.00,no_clinical_attributes,
1570632807,Selective Neck Dissection,C0000.00,no_clinical_attributes,
1570632808,Distant Metastatic Disease,C0000.00,no_clinical_attributes,
1570632809,Head/Neck Cancer Tumor Site,C0000.00,no_clinical_attributes,
1570632810,Thoughts of Violence,C0000.00,no_clinical_attributes,
1570632812,Substance Abuse,C0000.00,no_clinical_attributes,
1570632813,Suicidal Ideation,C0000.00,no_clinical_attributes,
1570632814,Additional Postural Observations,C0000.00,no_clinical_attributes,
1570632815,Diffuse Language Characteristics,C0000.00,no_clinical_attributes,
1570632816,Knee Flexed,C0000.00,no_clinical_attributes,
1570632818,Compulsion,C0000.00,no_clinical_attributes,
1570632820,Left Leg Squat - Trendelenburg,C0000.00,no_clinical_attributes,
1570632821,Patient Goal for Therapy (SLP),C0000.00,no_clinical_attributes,
1570632824,Right Wrist Distal Radioulnar Joint Instability,C0000.00,no_clinical_attributes,
1570632825,Left Wrist Distal Radioulnar Joint Instability,C0000.00,no_clinical_attributes,
1570632827,Anorectal Manometry Details,C0000.00,no_clinical_attributes,
1570632828,In Hand Manipulation Additional Details,C0000.00,no_clinical_attributes,
1570632830,Right Wrist Radial Palsy Test Positive,C0000.00,no_clinical_attributes,
1570632831,Left Wrist Radial Palsy Test Positive,C0000.00,no_clinical_attributes,
1570632832,Right Wrist Silver Fork Deformity,C0000.00,no_clinical_attributes,
1570632833,Left Wrist Silver Fork Deformity,C0000.00,no_clinical_attributes,
1570632835,Anoscopy Details,C0000.00,no_clinical_attributes,
1570632836,Colonoscopy Details,C0000.00,no_clinical_attributes,
1570632837,Defecography Details,C0000.00,no_clinical_attributes,
1570632838,Cystoscopy Details,C0000.00,no_clinical_attributes,
1570632839,Urodynamic Studies Details,C0000.00,no_clinical_attributes,
1570632840,Ocular Tilt Reaction,C0000.00,no_clinical_attributes,
1570632845,Right Carpal Compression,C0000.00,no_clinical_attributes,
1570632846,Left Carpal Compression,C0000.00,no_clinical_attributes,
1570632847,Right Hand Wrinkle,C0000.00,no_clinical_attributes,
1570632848,Left Hand Wrinkle,C0000.00,no_clinical_attributes,
1570632855,Extremely Thick/Pureed (IDDSI 4) Presentation Method,C0000.00,no_clinical_attributes,
1570632856,Physical Assistance Level,C0000.00,no_clinical_attributes,
1570632873,Right Knee Abrasion,C0000.00,no_clinical_attributes,
1570632874,Left Knee Abrasion,C0000.00,no_clinical_attributes,
1570632875,Right Knee Adhesive Scar,C0000.00,no_clinical_attributes,
1570632876,Left Knee Adhesive Scar,C0000.00,no_clinical_attributes,
1570632877,Right Knee Atrophy,C0000.00,no_clinical_attributes,
1570632878,Left Knee Atrophy,C0000.00,no_clinical_attributes,
1570632879,Right Knee Deformity,C0000.00,no_clinical_attributes,
1570632880,Left Knee Deformity,C0000.00,no_clinical_attributes,
1570632881,Additional Knee Deformity Details,C0000.00,no_clinical_attributes,
1570632884,Right Knee Ecchymosis,C0000.00,no_clinical_attributes,
1570632885,Left Knee Ecchymosis,C0000.00,no_clinical_attributes,
1570632888,Right Knee Effusion,C0000.00,no_clinical_attributes,
1570632889,Left Knee Effusion,C0000.00,no_clinical_attributes,
1570632890,Right Knee Incision,C0000.00,no_clinical_attributes,
1570632891,Left Knee Incision,C0000.00,no_clinical_attributes,
1570632892,Right Knee Spasms,C0000.00,no_clinical_attributes,
1570632893,Left Knee Spasms,C0000.00,no_clinical_attributes,
1570632894,Right Knee Trophic Changes,C0000.00,no_clinical_attributes,
1570632895,Left Knee Trophic Changes,C0000.00,no_clinical_attributes,
1570632896,Right Knee Straight Leg Raise Extensor Lag,C0000.00,no_clinical_attributes,
1570632897,Left Knee Straight Leg Raise Extensor Lag,C0000.00,no_clinical_attributes,
1570632898,Additional Knee Observation Details,C0000.00,no_clinical_attributes,
1570632899,Right Patellar Static Positioning,C0000.00,no_clinical_attributes,
