source_concept_code,source_description,fca_concept_id,reason,intent,val_type,units,min_val,max_val,custom_list_values,template_names,group_names,n_templates
30503,"Patient noted consumption of the following over the past few days: Encourage to adhere to dietary guidelines recommendations. Discuss benefits of the DASH and Mediterranean diets (increase consumption of fruits, vegetables, olive oil, and complex carbs)",C0000.00,no_clinical_attributes,,custom_list,,,,Canned soups|Canned soups|Processed meats|Processed meats|Fast food|Fast food|Added salt|Added salt|None of the above|None of the above,T EHC HP CHF INITIAL,Condition Management,1
305030,"History of Falling, Immediate or Within 3 Months",C0000.00,no_clinical_attributes,,custom_list,,,,No|Yes,AMB FALL RISK NAV,Morse Fall Risk,1
305040,Secondary Diagnosis,C0000.00,no_clinical_attributes,,custom_list,,,,No|Yes,AMB FALL RISK NAV,Morse Fall Risk,1
305050,Ambulatory Aid,C0000.00,no_clinical_attributes,,custom_list,,,,Walks without aid/bedrest/nurse assist|Crutches/cane/walker|Furniture,AMB FALL RISK NAV,Morse Fall Risk,1
30506,Have you ever completed a cardiac rehab program?,C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No,T EHC HP CHF INITIAL,Activity,1
30507,"Provide details (approximate date completed, etc.)",C0000.00,no_clinical_attributes,,string,,,,,T EHC HP CHF INITIAL,Activity,1
305070,Intravenous Therapy/Heparin Lock,C0000.00,no_clinical_attributes,,custom_list,,,,No|Yes,AMB FALL RISK NAV,Morse Fall Risk,1
30508,Do you have an established HF action plan with your provider?,C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No,T EHC HP CHF INITIAL,Disease Understanding,1
30509,Provide details,C0000.00,no_clinical_attributes,,string,,,,,T EHC HP CHF INITIAL,Disease Understanding,1
30510,What do you consider to be signs or symptoms that would mean your HF is getting worse and that you should notify your provider immediately?,C0000.00,no_clinical_attributes,,custom_list,,,,"Increased shortness of breath|Difficulty breathing at night|Swelling of feet, ankles, legs, fingers|Weight gain of 2 or more pounds in 1-2 days|Nausea and/or loss of appetite|Frequent dry, hacking cough|Chest pain|Increased fatigue or weakness|Shortness of breath which improves when sitting up (while awake or asleep)|Stomach bloating or feeling full shortly after beginning to eat|Neck swelling|Other",T EHC HP CHF INITIAL,Disease Understanding,1
305100,Mental Status,C0000.00,no_clinical_attributes,,custom_list,,,,Oriented to own ability|Forgets limitations,AMB FALL RISK NAV,Morse Fall Risk,1
30511,Specify,C0000.00,no_clinical_attributes,,string,,,,,T EHC HP CHF INITIAL,Disease Understanding,1
30512,"Have you ever had problems with your kidneys? (i.e., hematuria, proteinuria, acute renal failure)",C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No,T EHC HP CHF INITIAL,Disease Understanding,1
30513,Specify,C0000.00,no_clinical_attributes,,string,,,,,T EHC HP CHF INITIAL,Disease Understanding,1
30514,"Medication list review completed? (Including reason for medication, prescribing provider, and last fill date)",C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No,T EHC HP CHF INITIAL,Medication Understanding,1
30515,Reason why medication list review was not completed,C0000.00,no_clinical_attributes,,string,,,,,T EHC HP CHF INITIAL,Medication Understanding,1
30518,"Is patient experiencing difficulty affording ARNI and/or SGLT2i medications they have been prescribed? (There are limited options for these medications, and all are brand-name only)",C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No,T EHC HP CHF INITIAL,Medication Understanding,1
30519,Provide details,C0000.00,no_clinical_attributes,,string,,,,,T EHC HP CHF INITIAL,Medication Understanding,1
30521,Is patient taking any of the following medications? Select all that apply:,C0000.00,no_clinical_attributes,,custom_list,,,,"ACE Inhibitor (Lisinopril, Captopril, Enalapril)|ARB (Losartan, Valsartan)|ARNI (Sacubitril/valsartan)|Beta Blocker (Carvedilol, Metoprolol)|Mineral Receptor Antagonist (spironolactone, eplerenone)|Sodium-Glucose Cotransporter 2 Inhibitors (canagliflozin, dapagliflozin, empagloflozin)",T EHC HP CHF INITIAL,Medication Understanding,1
30522,"Based upon the above, is the patient taking GDMT (Quadruple Therapy)?",C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No,T EHC HP CHF INITIAL,Medication Understanding,1
30525,Minor Head Injury Definition,C0000.00,no_clinical_attributes,,custom_list,,,,"Witnessed LOC, definite amnesia, or witnessed disorientation in a patient with a GCS 13 to 15",T EHC ED CANADIAN CT HEAD RULE,CANADIAN CT HEAD INJURY/TRUAMA RULE,1
30527,Pregnant patient,C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No,T EHC ED YEARS ALGORITHM,YEARS ALGORITHM,1
30534,"Within the past week or two, how would you rate how well you are managing your cardiac conditions? Would you say:",C0000.00,no_clinical_attributes,,custom_list,,,,"Asymptomatic, no treatment needed at this time|Symptoms well controlled with current therapy|Symptoms controlled with difficulty, affecting daily functioning, patient needs ongoing monitoring|Symptoms poorly controlled, patient needs frequent adjustment in treatment and dose monitoring|Symptoms poorly controlled, history or re-hospitalizations",T EHC HP CHF INITIAL,Health Status,1
30537,Lifting,C0000.00,no_clinical_attributes,,custom_list,,,,"I can lift heavy weights without increased pain.|I can lift heavy weights without increased pain.|I can lift heavy weights but it causes increased pain.|I can lift heavy weights but it causes increased pain.|Pain prevents me from lifting heavy weights off the floor, but I can manage if weights are conveniently positioned, e.g. on a table.|Pain prevents me from lifting heavy weights off the floor, but I can manage if weights are conveniently positioned, e.g. on a table.|Pain prevents me from lifting heavy weights but I can manage light to medium weights if they are conveniently positioned.|Pain prevents me from lifting heavy weights but I can manage light to medium weights if they are conveniently positioned.|I can lift only very light weights.|I can lift only very light weights.|I cannot lift or carry anything at all.|I cannot lift or carry anything at all.",T EHC PT MODIFIED OSWESTRY,Modified Oswestry (Lower Back Pain),1
30538,Walking,C0000.00,no_clinical_attributes,,custom_list,,,,Pain does not prevent me walking any distance.|Pain does not prevent me walking any distance.|Pain prevents me walking more than 1 mile.|Pain prevents me walking more than 1 mile.|Pain prevents me walking more than ½ mile.|Pain prevents me walking more than ½ mile.|Pain prevents me walking more than ¼ mile.|Pain prevents me walking more than ¼ mile.|I can only walk using crutches or a cane.|I can only walk using crutches or a cane.|I am in bed most of the time and have to crawl to the toilet.|I am in bed most of the time and have to crawl to the toilet.,T EHC PT MODIFIED OSWESTRY,Modified Oswestry (Lower Back Pain),1
30539,Sitting,C0000.00,no_clinical_attributes,,custom_list,,,,I can sit in any chair as long as I like.|I can sit in any chair as long as I like.|I can only sit in my favorite chair as long as I like.|I can only sit in my favorite chair as long as I like.|Pain prevents me sitting more than 1 hour.|Pain prevents me sitting more than 1 hour.|Pain prevents me from sitting more than ½ hour.|Pain prevents me from sitting more than ½ hour.|Pain prevents me from sitting more than 10 mins.|Pain prevents me from sitting more than 10 mins.|Pain prevents me from sitting at all.|Pain prevents me from sitting at all.,T EHC PT MODIFIED OSWESTRY,Modified Oswestry (Lower Back Pain),1
30540,Standing,C0000.00,no_clinical_attributes,,custom_list,,,,I can stand as long as I want without increased pain.|I can stand as long as I want without increased pain.|I can stand as long as I want but increases my pain.|I can stand as long as I want but increases my pain.|Pain prevents me from standing for more than 1 hour.|Pain prevents me from standing for more than 1 hour.|Pain prevents me from standing for more than ½ hour.|Pain prevents me from standing for more than ½ hour.|Pain prevents me from standing for more than 10 mins.|Pain prevents me from standing for more than 10 mins.|Pain prevents me from standing at all.|Pain prevents me from standing at all.,T EHC PT MODIFIED OSWESTRY,Modified Oswestry (Lower Back Pain),1
30541,Sleeping,C0000.00,no_clinical_attributes,,custom_list,,,,"Pain does not prevent me from sleeping well.|Pain does not prevent me from sleeping well.|I can sleep well only by using pain medication.|I can sleep well only by using pain medication.|Even when I take pain medication, I sleep less than 6 hours.|Even when I take pain medication, I sleep less than 6 hours.|Even when I take pain medication, I sleep less than 4 hours.|Even when I take pain medication, I sleep less than 4 hours.|Even when I take pain medication, I sleep less than 2 hours.|Even when I take pain medication, I sleep less than 2 hours.|Pain prevents me from sleeping at all.|Pain prevents me from sleeping at all.",T EHC PT MODIFIED OSWESTRY,Modified Oswestry (Lower Back Pain),1
30744,At infusion viability,C0000.00,no_clinical_attributes,,string,,,,,ONCBCN ENGINEERED CELL INFUSION|ONCBCN STEM CELL INFUSION DATA,Engineered Cell Information|Infusion Information,2
30881,STS Risk Score Secondary,C0000.00,no_clinical_attributes,,custom_list,,,,MV Replace|MV Replace|MV Repair|MV Repair,T EHC AMB CARD TVT STS REGISTRY,STS Risk Score,1
30911,Since last RNCC Call Patient reports doing,C0000.00,no_clinical_attributes,,custom_list,,,,Very Well|Well|Fair|Poorly|Other,T EHC HP TOC FOLLOW UP,TOC Follow Up,1
3140000415,Resident Eating/Drinking Interventions,C0000.00,no_clinical_attributes,,string,,,,,ASC BASIC ASSESSMENT NAV|EHC IP BASIC ASSESSMENT|IP BASIC ASSESSMENT|IP BH HEAD TO TOE ASSESSMENT|IP ICU COMPLEX ASSESSMENT|IP PALLIATIVE CARE ASSESSMENT|IP PEDS/PICU ASSESSMENT|LTC BASIC ASSESSMENT|ONCBCN INFUSION ASSSMENT,"Head, Ears, Eyes, Nose, and Throat Interventions",9
31414,Acute Medications,C0000.00,no_clinical_attributes,,custom_list,,,,Triptans|Triptans|Triptans|Triptans|Gepants|Gepants|Gepants|Gepants|DHE Medications|DHE Medications|DHE Medications|Other Ergot derivitaves|Other Ergot derivitaves|Other Ergot derivitaves|NSAIDs|NSAIDs|NSAIDs|Neuroleptics|Neuroleptics|Neuroleptics|Muscle relaxants|Muscle relaxants|Muscle relaxants|Opioids|Opioids|Opioids|OTC pain relievers|OTC pain relievers|OTC pain relievers|Other acute medications|Other acute medications|Other acute medications|Rescue medications|Rescue medications|Rescue medications,T - EHC AMB HACTR MEDICATIONS TEMPLATE,Acute Medications,1
31494,List Any Medications Your Child Takes,C0000.00,no_clinical_attributes,,string,,,,,T RAD ONC PEDS ANESTHESIA PREP,Prep Questions,1
31495,List Any Previous Surgeries/Hospitalizations,C0000.00,no_clinical_attributes,,string,,,,,T RAD ONC PEDS ANESTHESIA PREP,Prep Questions,1
31504,3. Do you take preventative medications?,C0000.00,no_clinical_attributes,,custom_list,,,,Yes|Yes|No|No,T - EHC AMB HACTR (EST VISIT COMPLETE),Treatment Efficacy and Side Effects,1
31511,Preventative Medications,C0000.00,no_clinical_attributes,,custom_list,,,,Calcium Channel Blockers|Calcium Channel Blockers|Calcium Channel Blockers|Anti-Hypertensives|Anti-Hypertensives|Anti-Hypertensives|Anti-Seizure Medications|Anti-Seizure Medications|Anti-Seizure Medications|Antidepressants|Antidepressants|Antidepressants|CGRP Monoclonal Antibodies|CGRP Monoclonal Antibodies|CGRP Monoclonal Antibodies|Gepants|Gepants|Gepants|Ergot Derivitaves|Ergot Derivitaves|Ergot Derivitaves|Other Preventive Treatments|Other Preventive Treatments|Other Preventive Treatments|Supplements|Supplements|Supplements,T - EHC AMB HACTR MEDICATIONS TEMPLATE,Preventative Medications,1
318429,L Shoulder Extension,C0000.00,no_clinical_attributes,,custom_list,,,,Within Defined Limits|Hypertonia|Hypotonia|Hyper-reflexive|Hypo-reflexive|Not tested|Not applicable|Other (Comment),IP OT LUE NAV,LUE Tone,1
318430,L Shoulder ABduction,C0000.00,no_clinical_attributes,,custom_list,,,,Within Defined Limits|Hypertonia|Hypotonia|Hyper-reflexive|Hypo-reflexive|Not tested|Not applicable|Other (Comment),IP OT LUE NAV,LUE Tone,1
318431,L Shoulder ADduction,C0000.00,no_clinical_attributes,,custom_list,,,,Within Defined Limits|Hypertonia|Hypotonia|Hyper-reflexive|Hypo-reflexive|Not tested|Not applicable|Other (Comment),IP OT LUE NAV,LUE Tone,1
318432,L Elbow Flexion,C0000.00,no_clinical_attributes,,custom_list,,,,Within Defined Limits|Hypertonia|Hypotonia|Hyper-reflexive|Hypo-reflexive|Not tested|Not applicable|Other (Comment),IP OT LUE NAV,LUE Tone,1
318433,L Wrist Flexion,C0000.00,no_clinical_attributes,,custom_list,,,,Within Defined Limits|Hypertonia|Hypotonia|Hyper-reflexive|Hypo-reflexive|Not tested|Not applicable|Other (Comment),IP OT LUE NAV,LUE Tone,1
318434,L Wrist Extension,C0000.00,no_clinical_attributes,,custom_list,,,,Within Defined Limits|Hypertonia|Hypotonia|Hyper-reflexive|Hypo-reflexive|Not tested|Not applicable|Other (Comment),IP OT LUE NAV,LUE Tone,1
318435,L Wrist ABduction,C0000.00,no_clinical_attributes,,custom_list,,,,Within Defined Limits|Hypertonia|Hypotonia|Hyper-reflexive|Hypo-reflexive|Not tested|Not applicable|Other (Comment),IP OT LUE NAV,LUE Tone,1
318436,L Wrist ADduction,C0000.00,no_clinical_attributes,,custom_list,,,,Within Defined Limits|Hypertonia|Hypotonia|Hyper-reflexive|Hypo-reflexive|Not tested|Not applicable|Other (Comment),IP OT LUE NAV,LUE Tone,1
318453,R Hip Flexion,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/4|4-/5|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC PT RLE NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT RLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,RLE Strength,22
318454,R Hip Extension,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/4|4-/5|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC PT RLE NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT RLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,RLE Strength,22
318455,R Hip ABduction,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/5|4-/4|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC PT RLE NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT RLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,RLE Strength,22
318456,R Hip ADduction,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/4|4-/5|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC PT RLE NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT RLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,RLE Strength,22
318457,R Knee Flexion,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/5|4-/4|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC PT RLE NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT RLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,RLE Strength,22
318458,R Knee Extension,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/5|4-/4|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC PT RLE NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT RLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,RLE Strength,22
318459,R Ankle Dorsiflexion,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/4|4-/5|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC PT RLE NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT RLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT SEATING LE NAV|T EHC RHB WC SEATING MOBILITY EVAL,Foot Positioning|RLE Strength,24
318460,R Ankle Plantarflexion,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/4|4-/5|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC PT RLE NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT RLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT SEATING LE NAV|T EHC RHB WC SEATING MOBILITY EVAL,Foot Positioning|RLE Strength,24
318486,L Hip Flexion,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/4|4-/5|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT LLE NAV|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT LLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,LLE Strength,22
318487,L Hip Extension,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/5|4-/4|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT LLE NAV|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT LLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,LLE Strength,22
318488,L Hip ABduction,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/4|4-/5|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT LLE NAV|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT LLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,LLE Strength,22
318489,L Hip ADduction,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/5|4-/4|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT LLE NAV|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT LLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,LLE Strength,22
318490,L Knee Flexion,C0000.00,no_clinical_attributes,,custom_list,,,,0/5|0/5|1/5|1/5|2-/5|2-/5|2/5|2/5|2+/5|2+/5|3-/5|3-/5|3/5|3/5|3+/5|3+/5|4-/5|4-/4|4/5|4/5|4+/5|4+/5|5/5|5/5,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT LLE NAV|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT LLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,LLE Strength,22
